,State,District,City,Temple,Change
1,Andhra Pradesh, Adilabad ,Mahur,Masjid in the Fort on the hill, Temple site.
2,Andhra Pradesh, Anantpur , Gooty,Gateway to the Hill Fort, Temple materials used.
3,Andhra Pradesh, Anantpur , Kadiri,Jãmi‘ Masjid, Temple site.
4,Andhra Pradesh, Anantpur , Konakondla,Masjid in the bazar, Temple materials used.
5,Andhra Pradesh, Anantpur , Penukonda,Fort, Temple materials used.
6,Andhra Pradesh, Anantpur , Penukonda,Masjid in the Fort, Converted Temple.
7,Andhra Pradesh, Anantpur , Penukonda,Sher Khãn’s Masjid (1546),38 Converted Temple.
8,Andhra Pradesh, Anantpur , Penukonda,Dargãh of Babayya, Converted Îšvara Temple.
9,Andhra Pradesh, Anantpur , Penukonda,Jãmi‘ Masjid (1664-65), Temple site.
10,Andhra Pradesh, Anantpur , Penukonda,Dargãh of Shãh Fakbru’d-Dîn (1293-94), Temple site.
11,Andhra Pradesh, Anantpur , Tadpatri,Jãmi‘ Masjid (1695-96), Temple site.
12,Andhra Pradesh, Anantpur , Tadpatri,Idgãh completed in 1725-26, Temple site.
13,Andhra Pradesh, Anantpur , Thummala,Masjid (1674-75), Temple site.
14,Andhra Pradesh, Cuddapah District, Cuddapah,Bhãp Sãhib-kî-Masjid (1692), Temple site.
15,Andhra Pradesh, Cuddapah District, Cuddapah,Idgãh (1717-18), Temple site.
16,Andhra Pradesh, Cuddapah District, Cuddapah,Bahãdur Khãn-kî-Masjid (1722-23), Temple site.
17,Andhra Pradesh, Cuddapah District, Cuddapah,Dargãh of Shãh Amînu’d-Dîn Gesû Darãz (1736-37), Temple site.
18,Andhra Pradesh, Cuddapah District, Duvvuru,Masjid, Temple site.
19,Andhra Pradesh, Cuddapah District, Gandikot,Jãmi‘ Masjid (1690-91), Temple site.
20,Andhra Pradesh, Cuddapah District, Gangapuru,Masjid, Temple site.
21,Andhra Pradesh, Cuddapah District, Gundlakunta,Dastgîrî Dargãh, Temple site.
22,Andhra Pradesh, Cuddapah District, Gurrumkonda,Fort and several other Muslim buildings, Temple materials used.
23,Andhra Pradesh, Cuddapah District, Jammalmaduguu,Jãmi‘ Masjid (1794-95), Temple site.
24,Andhra Pradesh, Cuddapah District, Jangalapalle,Dargãh of Dastgîr Swãmî, Converted Jangam temple.
25,Andhra Pradesh, Cuddapah District, Siddhavatam,Qutb Shãhî Masjid (restored in 1808), Temple materials use.
26,Andhra Pradesh, Cuddapah District, Siddhavatam,Jãmi‘ Masjid (1701), Temple materials used.
27,Andhra Pradesh, Cuddapah District, Siddhavatam,Dargãh of Bismillãh Khãn Qãdirî, Temple materials used.
28,Andhra Pradesh, Cuddapah District, Siddhavatam,Fort and Gateways, Temple materials used.
29,Andhra Pradesh, Cuddapah District, Siddhavatam,Chowk-kî-Masjid, Temple site.
30,Andhra Pradesh, Cuddapah District, Vutukuru,Masjid at Naligoto, Temple site.
31,Andhra Pradesh, Cuddapah District, Vutukuru,Masjid at Puttumiyyapeta, Temple site.
32,Andhra Pradesh, East Godavari ,Bikkavolu,Masjid, Temple materials used.
33,Andhra Pradesh, Guntur , Nizampatnam,Dargãh of Shãh Haidrî (1609), Temple site
34,Andhra Pradesh, Guntur , Vinukonda,Jãmi‘ Masjid (1640-41), Temple site.
35,Andhra Pradesh, Hyderabad , Chikalgoda,Masjid (1610), Temple site.
36,Andhra Pradesh, Hyderabad , Dargah,Dargãh of Shãh Walî (1601-02), Temple site.
37,Andhra Pradesh, Hyderabad , Golconda,Jãmi‘ Masjid on Bãlã Hissãr, Temple site.
38,Andhra Pradesh, Hyderabad , Golconda,Tãrãmatî Masjid, Temple site.
39,Andhra Pradesh, Hyderabad , Hyderabad,Dargãh of Shãh Mûsã Qãdirî, Temple site.
40,Andhra Pradesh, Hyderabad , Hyderabad,Masjid on the Pirulkonda Hill (1690), Temple site.
41,Andhra Pradesh, Hyderabad , Hyderabad,Tolî Masjid (1671), Temple materials used.
42,Andhra Pradesh, Hyderabad , Hyderabad,Dargãh of Miãn Mishk (d, 1680). Temple site.
43,Andhra Pradesh, Hyderabad , Hyderabad,Dargãh of Mu’min Chup in Aliyãbãd (1322-23), Temple site.
44,Andhra Pradesh, Hyderabad , Hyderabad,Hãjî Kamãl-kî-Masjid (1657), Temple site.
45,Andhra Pradesh, Hyderabad , Hyderabad,Begum Masjid (1593), Temple site.
46,Andhra Pradesh, Hyderabad , Hyderabad,Dargãh of Islãm Khãn Naqshbandî, Temple site.
47,Andhra Pradesh, Hyderabad , Hyderabad,Dargãh of Shãh Dã‘ûd (1369-70), Temple site.
48,Andhra Pradesh, Hyderabad , Hyderabad,Jãmi‘ Masjid (1597), Temple site.
49,Andhra Pradesh, Hyderabad , Secunderabad,Qadam RasUl, Temple site.
50,Andhra Pradesh, Hyderabad , Sheikhpet,Shaikh-kî-Masjid (1633-34), Temple site.
51,Andhra Pradesh, Hyderabad , Sheikhpet,SarãiwAlî Masjid (1678-79), Temple tite.
52,Andhra Pradesh, Karimnagar , Dharampuri,Masjid (1693), TrikûTa Temple site.
53,Andhra Pradesh, Karimnagar , Elangdal,Mansûr Khãn-kî-Masjid (1525), Temple site.
54,Andhra Pradesh, Karimnagar , Elangdal,Alamgîrî Masjid (1696), Temple site.
55,Andhra Pradesh, Karimnagar , Kalesyaram,Ãlamgîrî Masjid, Temple site.
56,Andhra Pradesh, Karimnagar , Sonipet,Ãlamgîrî Masjid, Temple site.
57,Andhra Pradesh, Karimnagar , Vemalvada,Mazãr of a Muslim saint, Temple site.
58,Andhra Pradesh, Krishna , Gudimetta,"Masjid in the Fort, Temple materials used",
59,Andhra Pradesh, Krishna , Guduru,Jãmi‘ Masjid (1497), Temple materials used.
60,Andhra Pradesh, Krishna , Gundur,Jãmi‘ Masjid, Converted temple.
61,Andhra Pradesh, Krishna , Kondapalli,Masjid built in 1482 on the site of a temple after Muhammad Shãh BahmanI had,
62,Andhra Pradesh, Krishna , Kondapalli,Mazãr of Shãh Abdul Razzãq, Temple site.
63,Andhra Pradesh, Krishna , Kondavidu,Masjid (1337), Temple materials used.
64,Andhra Pradesh, Krishna , Kondavidu,Dargãh of Barandaula, Temple materials used.
65,Andhra Pradesh, Krishna , Kondavidu,Qadam Sharîf of Ãdam, Converted temple.
66,Andhra Pradesh, Krishna , Machhlipatnam,Jãmi‘ Masjid, Temple site.
67,Andhra Pradesh, Krishna , Machhlipatnam,Idgãh, Temple site.
68,Andhra Pradesh, Krishna , Nandigram,Jãmi‘ Masjid, Temple site.
69,Andhra Pradesh, Krishna , Pedana,Iama‘il-kî-Masjid, Temple site.
70,Andhra Pradesh, Krishna , Rajkonda,Masjid (1484), Temple site.
71,Andhra Pradesh, Krishna , Tengda,Masjid, Temple site.
72,Andhra Pradesh, Krishna , Turkpalem,Dargãh of Ghãlib Shahîd, Temple site.
73,Andhra Pradesh, Krishna , Vadpaili,Masjid near NarsiMhaswãmîn Temple, Temple materials used.
74,Andhra Pradesh, Krishna , Vijaywada,Jãmi‘ Masjid, Temple site.
75,Andhra Pradesh, Kurnool , Adoni,Jãmi‘ Masjid (1668-69), Materials of several temples used.
76,Andhra Pradesh, Kurnool , Adoni,Masjid on the Hill, Temple materials used.
77,Andhra Pradesh, Kurnool , Adoni,Fort (1676-77), Temple materials used.
78,Andhra Pradesh, Kurnool , Cumbum,Jãmi‘ Masjid (1649), Temple site.
79,Andhra Pradesh, Kurnool , Cumbum,Gachinãlã Masjid (1729-30), Temple site.
80,Andhra Pradesh, Kurnool , Havli,Jãmi‘ Masjid, Temple materials used.
81,Andhra Pradesh, Kurnool , Karimuddula,Dargãh, Akkadevi Temple materials used.
82,Andhra Pradesh, Kurnool , Kottakot,Jãmi‘ Masjid (1501), Temple site.
83,Andhra Pradesh, Kurnool , Kurnool,Pîr Sãhib-kã-Gumbad (1637-38), Temple site.
84,Andhra Pradesh, Kurnool , Kurnool,Jãmi‘ Masjid (1667), Temple site.
85,Andhra Pradesh, Kurnool , Kurnool,Lãl Masjid (1738-39), Temple site.
86,Andhra Pradesh, Kurnool , Pasupala,Kalãn Masjid, Temple site.
87,Andhra Pradesh, Kurnool , Sanjanmala,Masjid, Temple sites.
88,Andhra Pradesh, Kurnool , Siddheswaram,Ashurkhãna, Temple materials used.
89,Andhra Pradesh, Kurnool , Yadavalli,Mazãr and Masjid, Temple sites.
90,Andhra Pradesh, Kurnool , Zuhrapur,Dargãh of Qãdir Shãh Bukhãrî, Temple site.
91,Andhra Pradesh, Mahbubnagar , Alampur,Qalã-kî-Masjid, Temple materials used.
92,Andhra Pradesh, Mahbubnagar , Jatprole,Dargãh of Sayyid Shãh Darwish, Temple materials used.
93,Andhra Pradesh, Mahbubnagar , Kodangal,Dargãh of Hazrat Nizãmu’d-DIn, Temple site.
94,Andhra Pradesh, Mahbubnagar , Kodangal,Jãmi‘ Masjid, Temple site.
95,Andhra Pradesh, Mahbubnagar , Kundurg,Jãmi‘ Masjid (1470-71), Temple site.
96,Andhra Pradesh, Mahbubnagar , Pargi,Jãmi‘ Masjid (1460), Temple site.
97,Andhra Pradesh, Mahbubnagar , Somasila,Dargãh of Kamãlu’d-Dîn Baba (1642-43) Temple site,
98,Andhra Pradesh, Medak , Andol,Old Masjid, Temple site.
99,Andhra Pradesh, Medak , Komatur,Old Masjid, Temple site.
100,Andhra Pradesh, Medak , Medak,Masjid near Mubãrak Mahal (1641), VishNu Temple site.
101,Andhra Pradesh, Medak , Medak,"Fort, Temple materials used",
102,Andhra Pradesh, Medak , Palat,Masjid, Temple site.
103,Andhra Pradesh, Medak , Patancheru,Jãmi‘ Masjid, Temple materials used.
104,Andhra Pradesh, Medak , Patancheru,Dargãh of Shykh Ibrãhîm known as Makhdûmji (1583), Temple site.
105,Andhra Pradesh, Medak , Patancheru,Ashrufkhãna, Temple site.
106,Andhra Pradesh, Medak , Patancheru,Fort (1698), Temple materials used.
107,Andhra Pradesh, Nalgonda , Devarkonda,Qutb Shãhî Masjid, Temple materials used.
108,Andhra Pradesh, Nalgonda , Devarkonda,Dargãh of Sharîfu’d-Din (1579), Temple site.
109,Andhra Pradesh, Nalgonda , Devarkonda,Dargãh of Qãdir Shãh Walî (1591), Temple site.
110,Andhra Pradesh, Nalgonda , Ghazinagar,Masjid (1576-77), Temple site.
111,Andhra Pradesh, Nalgonda , Nalgonda,Garhî Masjid, Temple site.
112,Andhra Pradesh, Nalgonda , Nalgonda,Dargãh of Shãh Latîf, Temple site.
113,Andhra Pradesh, Nalgonda , Nalgonda,Qutb Shãhî Masjid (Renovated in 1897), Temple site.
114,Andhra Pradesh, Nalgonda , Pangal,Ãlamgîrî Masjid, Temple site.
115,Andhra Pradesh, Nellore , Kandukuru,Four Masjids, Temple sites.
116,Andhra Pradesh, Nellore , Nellore,Dargãh named Dargãmittã, Akkasãlîšvara Temple materials used.
117,Andhra Pradesh, Nellore , Podile,Dargãh, Temple site.
118,Andhra Pradesh, Nellore , Udayagiri,Jãmi‘ Masjid (1642-43), Temple materials used.
119,Andhra Pradesh, Nellore , Udayagiri,Chhotî Masjid (1650-51), Temple materials used.
120,Andhra Pradesh, Nellore , Udayagiri,Fort, Temple materials used.
121,Andhra Pradesh, Nizambad , Balkonda,Patthar-kî-Masjid, Temple site.
122,Andhra Pradesh, Nizambad , Balkonda,Idgãh, Temple site.
123,Andhra Pradesh, Nizambad , Bodhan,Deval Masjid, Converted Jain temple.
124,Andhra Pradesh, Nizambad , Bodhan,Patthar-kî-Masjid, Temple site.
125,Andhra Pradesh, Nizambad , Bodhan,Ãlamgîrî Masjid (1654-55), Temple site.
126,Andhra Pradesh, Nizambad , Dudki,Ashrufkhãna, Temple materials used.
127,Andhra Pradesh, Nizambad , Fathullapur,Mu’askarî Masjid (1605-06), Temple site.
128,Andhra Pradesh, Osmanabad ,Ausa,Jãmi‘ Masjid (1680-81), Temple site.
129,Andhra Pradesh, Rangareddy ,Maheshwar,Masjid (1687), Madanna Pandit’s Temple site.
130,Andhra Pradesh, Srikakulam District, Icchapuram,Several Masjids, Temple sites.
131,Andhra Pradesh, Srikakulam District, Kalingapatnam,DargAh of Sayyid Muhammad Madnî Awliyã (1619-20), Temple
132,Andhra Pradesh, Srikakulam District, Srikakulam,Jãmi‘ Masjid (1641- 42), Temple site.
133,Andhra Pradesh, Srikakulam District, Srikakulam,Dargãh of Bande Shãh Walî (1641- 42), Temple site.
134,Andhra Pradesh, Srikakulam District, Srikakulam,Atharwãlî Masjid (1671-72), Temple site.
135,Andhra Pradesh, Srikakulam District, Srikakulam,Dargãh of Burhãnu’d-Dîn Awliyã, Temple site.
136,Andhra Pradesh, Vishakhapatnam , Jayanagaram,Dargãh, Temple site.
137,Andhra Pradesh, Vishakhapatnam , Vishakhapatnam,Dargãh of Shãh Madnî, Temple site.
138,Andhra Pradesh, Warangal ,Zafargarh,Jãmi‘ Masjid, Temple site.
139,Andhra Pradesh, West Godavari , Eluru,Fort, Temple materials used.
140,Andhra Pradesh, West Godavari , Eluru,Sawãi Masjid, Converted temple.
141,Andhra Pradesh, West Godavari , Eluru,Qãzi’s House, Somešvara Temple materials used.
142,Andhra Pradesh, West Godavari , Nidavolu,Masjid, Mahãdeva Temple materials used.
143,Andhra Pradesh, West Godavari , Rajamundri,Jãmi‘ Masjid (1324), Converted VeNugopãlaswãmin Temple.
144,Assam,District Kamrup,Hajo,Poã Masjid (1657), Temple site.
145,Assam,District Kamrup,Hajo,Mazãr of a Muslim saint who styled himself Sultãn Ghiyãsu’d-Dîn Balban,
146,Bengal, Bankura ,Lokpura,Mazãr of Ghãzî Ismãil, Converted Venugopala temple.
147,Bengal, Barisal ,Kasba,Masjid, Temple site.
148,Bengal, Birbhum , Moregram,Mazãr of Sayyid Bãbã, Temple materials used.
149,Bengal, Birbhum , Patharchapuri,"Mazã of Dãtã, or Mahbûb Sãhib", Temple site.
150,Bengal, Birbhum , Rajnagar,Several Old Masjids, Temple sites.
151,Bengal, Birbhum , Sakulipur,Jãmi‘ Masjid, Temple site.
152,Bengal, Birbhum , Siyan,Dargãh of Makhdûm Shãh (1221), Materials of many temples used.
153,Bengal, Bogra ,Mahasthan,Dargãh and Masjid of Shãh Sultãn Mahîswãr, Stands on the ruins of a temple.
154,Bengal, Bogra ,Mahasthan,Majid on Šilãdevî Ghat, Temple materials used.
155,Bengal, Burdwan , Inchalabazar,Masjid (1703), Temple site.
156,Bengal, Burdwan , Kasba,"Rãjã, Masjid", Temple materials used.
157,Bengal, Burdwan , Kalna,Dargãh of Shãh Majlis (1491-93), Temple site.
158,Bengal, Burdwan , Kalna,ShãhI Masjid (1533), Temple site.
159,Bengal, Burdwan , Mangalkot,Jãmi‘ Masjid (1523-24), Temple site.
160,Bengal, Burdwan , Raikha,Talãb-wãlî Masjid, Temple site.
161,Bengal, Burdwan , Suata,Dargãh of Sayyid Shãh Shahîd Mahmûd Bahmanî, Buddhist Temple materials
162,Bengal, Burdwan , Suata,Masjid (1502-02), Temple site.
163,Bengal, Calcutta ,Bania Pukur,Masjid built for Alãud-Dîn Alãu’l Haqq (1342), Temple materials used.
164,Bengal, Dacca , Dacca,Tomb of Bîbî Parî, Temple materials used.
165,Bengal, Dacca , Dacca,Saif Khãn-kî-Masjid, Converted temple.
166,Bengal, Dacca , Dacca,Churihattã Masjid, Temple materials used.
167,Bengal, Dacca , Narayanganj,Qadam Rasûl Masjid, Temple site.
168,Bengal, Dacca , Rampal,Masjid, Converted temple.
169,Bengal, Dacca , Rampal,Dargãh of Bãbã, Adam Shahîd (1308). Temple materials used.
170,Bengal, Dacca , Sonargaon,Old Masjid, Temple materials used.
171,Bengal, Dinajpur , Basu-Bihar,Two Masjids, On the ruins of a Buddhist Vihãra.
172,Bengal, Dinajpur , Devatala,"Dargãh of Shykh Jalãlu’d-Dîn Tabrizi, Suhrawardîyyia sufi credited in Muslim",
173,Bengal, Dinajpur ,histories with the destruction of many,temples, Temple site.
174,Bengal, Dinajpur ,histories with the destruction of many,Jãmi‘ Masjid (1463), VishNu Temple site.
175,Bengal, Dinajpur , Devikot,Dargãh and Masjid of Pîr Atãu’llah Shãh (1203), Temple materials used.
176,Bengal, Dinajpur , Devikot,Dargãh of Shãh Bukhãrî, Temple materials used.
177,Bengal, Dinajpur , Devikot,Dargãh of Pîr Bahãu’d-Dîn, Temple materials used.
178,Bengal, Dinajpur , Devikot,Dargãh of Shãh Sultãn Pîr, Temple materials used.
179,Bengal, Dinajpur , Mahisantosh,Dargãh and Masjid, On the site of a big VishNu Temple.
180,Bengal, Dinajpur , Nekmard,Mazãr of Nekmard Shãh, Temple site.
181,Bengal, Faridpur ,Faridpzir,Mazãr of Farîd Shãh, Temple site.
182,Bengal, Hooghly , Jangipura,Mazãr of Shahîd Ghãzî, Temple materials used.
183,Bengal, Hooghly , Pandua,Masjid, Temple materials used.
184,Bengal, Hooghly , Pandua,Mazãr of Shãh Safiu’d-Dîn, Temple site.
185,Bengal, Hooghly , Pandua,Fath Minãr, Temple materials used.
186,Bengal, Hooghly , Santoshpur,Masjid near Molla Pukur (153-310), Temple site.
187,Bengal, Hooghly , Satgaon,Jãmi‘ Masjid, Temple materials used.
188,Bengal, Hooghly , Tribeni,Zafar Khãn-kî-Masjid (1298), Temple materials used.
189,Bengal, Hooghly , Tribeni,Dargãh of Zafar Khãn, Temple materials used.
190,Bengal, Hooghly , Tribeni,Masjid (1459), Temple site.
191,Bengal, Howrah ,Jangalvilas,Pîr Sãhib-kî-Masjid, Converted temple.
192,Bengal, Khulna , Masjidkur,Shãt Gumbaz, Temple materials used.
193,Bengal, Khulna , Masjidkur,Mazãr of Khanjã Ali or Khãn Jahãn, Temple site.
194,Bengal, Khulna , Salkhira,Dargãh of Maî Chãmpã, Temple materials used.
195,Bengal, Malda , Gangarampur,Dargãh of Shãh Atã, Šiva Temple site.
196,Bengal, Malda , Gangarampur,Masjid on the river bank (1249), Temple site.
197,Bengal, Malda ,materials have been used in the following monuments:,Chhotî Sonã Masjid,
198,Bengal, Malda ,materials have been used in the following monuments:,Qadam Rasûl Masjid (1530),
199,Bengal, Malda ,materials have been used in the following monuments:,Tãntipãrã Masjid (1480),
200,Bengal, Malda ,materials have been used in the following monuments:,Lãttan Masjid (1475),
201,Bengal, Malda ,materials have been used in the following monuments:,Badî Sonã Masjid (1526),
202,Bengal, Malda ,materials have been used in the following monuments:,"Dargãh of Makhadûm Akhî Sirãj Chishtî, disciple of Nizãmu’d-Dîn Awliya of",
203,Bengal, Malda ,Delhi (1347),Darsbãrî or College of Theology,
204,Bengal, Malda ,Delhi (1347),Astãnã of Shãh Niãmatu’llãh,
205,Bengal, Malda ,Delhi (1347),Chãmkattî Masjid (1459),
206,Bengal, Malda ,Delhi (1347),Chikkã Masjid,
207,Bengal, Malda ,Delhi (1347),Gunmant Masjid, Converted temple.
208,Bengal, Malda ,Delhi (1347),Dãkhil Darwãzã,
209,Bengal, Malda ,Delhi (1347),Kotwãlî Darwãzã,
210,Bengal, Malda ,Delhi (1347),Fîruz Minãr,
211,Bengal, Malda ,Delhi (1347),ChaNDipur Darwãzã,
212,Bengal, Malda ,Delhi (1347),Bãrãduãrî Masjid,
213,Bengal, Malda ,Delhi (1347),Lukãchuri Masjid,
214,Bengal, Malda ,Delhi (1347),Gumtî Darwãzã,
215,Bengal, Malda , Malda,Jãmi‘ Masjid (1566), Temple materials used.
216,Bengal, Malda , Malda,Sak Mohan Masjid (1427), Temple site.
217,Bengal, Malda , Pandua,Another Muslim city built with the ruins of LakshmaNãvatî, Temple
218,Bengal, Malda , Pandua,Ãdina Masjid (1368),
219,Bengal, Malda , Pandua,Yaklakhî Masjid,
220,Bengal, Malda , Pandua,Chheh Hazãri or Dargãh of Nûr Qutb-i-Ãlam (1415),
221,Bengal, Malda , Pandua,Bãis Hazãrî or Khãnqãh of Jalãlu’d-Dîn Tabrizî (1244),
222,Bengal, Malda , Pandua,Sonã Masjid,
223,Bengal, Malda , Pandua,Barn-like Masjid,
224,Bengal, Malda , Pandua,Qadam Rasûl,
225,Bengal, Midnapur , Gagneswar,Karambera Garh Masjid (1509), Šiva Temple site.
226,Bengal, Midnapur , Hijli,Masnad-i-Ãlã-kî-Masjid, Temple site.
227,Bengal, Midnapur , Kesiari,Masjid (1622), Mahãdeva Temple materials used.
228,Bengal, Midnapur , Kharagpur,Mazãr of Pîr Lohãni, Temple site.
229,Bengal, Murshidabad , Chuna Khali,Barbak-kî-Masjid, Temple site.
230,Bengal, Murshidabad , Murshidabad,Katrã Masjid,
231,Bengal, Murshidabad , Murshidabad,Motîjhîl Lake Embankments,
232,Bengal, Murshidabad , Murshidabad,Sangî Dãlãn,
233,Bengal, Murshidabad , Murshidabad,Mahal Sarã‘,
234,Bengal, Murshidabad , Murshidabad,Alîvardî Khãn-kî-Masjid,
235,Bengal, Murshidabad , Murshidabad,Hazãrduãrî Mahal,
236,Bengal, Murshidabad , Rangamati,Dargãh on the Rãkshasî DãNgã, Stands on the ruins of a Buddhist
237,Bengal, Noakhali ,Begamganj,Bajrã Masjid, Converted temple.
238,Bengal, Pabna ,Balandu,Madrasa, Converted Buddhist Vihãra.
239,Bengal, Rajshahi , Bhaturia,Masjid, Šiva Temple materials used.
240,Bengal, Rajshahi , Kumarpura,Mazãr of Mukarram Shãh, Converted temple.
241,Bengal, Rajshahi , Kusumbha,Old Masjid (1490-93), Constructed entirely of temple materials.
242,Bengal, Rangpur ,Kamatpur,BaDã Dargãh of Shãh Ismãil Ghãzî, Temple site.
243,Bengal, Rangpur ,Kamatpur,Idgãh on a mound one mile away, Temple materials used.
244,Bengal, Sylhet , Baniyachung,Famous Masjid, Temple site.
245,Bengal, Sylhet , Sylhet,Masjid of Shãh Jalãl, Temple site.
246,Bengal, Sylhet , Sylhet,Mazãrs of Shãh Jalãl and many of his disciples, Temple sites.
247,Bengal, 24-Parganas , Barasat,Mazãr of Pîr Ekdil Sãhib, Temple site.
248,Bengal, 24-Parganas , Berchampa,Dargãh of Pîr GorãchãNd, Temple site.
249,Bihar, Bhagalpur , Bhagalpur,Dargãh of Hazrat Shãhbãz (1502), Temple site.
250,Bihar, Bhagalpur , Bhagalpur,Masjid of Mujahidpur (1511-15), Temple site.
251,Bihar, Bhagalpur , Bhagalpur,Dargãh of Makhdûm Shãh (1615), Temple site.
252,Bihar, Bhagalpur , Champanagar,Several Mazãrs, On ruins of Jain temples.
253,Bihar, Bhagalpur , Champanagar,Masjid (1491), Jain Temple site.
254,Bihar, Bhagalpur , Sultanganj,Masjid on the rock on the river bank, Temple site.
255,Bihar, Gaya , Amthua,Masjid (1536), Temple site.
256,Bihar, Gaya , Gaya,Shãhî Masjid in Nadirganj (1617), Temple site.
257,Bihar, Gaya , Kako,Dargãh of Bîbî Kamãlo, Temple site.
258,Bihar, Monghyr , Amoljhori,Muslim Graveyard, VishNu Temple site.
259,Bihar, Monghyr , Charuanwan,Masjid (1576), Temple site.
260,Bihar, Monghyr , Kharagpur,Masjid (1656-57), Temple site.
261,Bihar, Monghyr , Kharagpur,Masjid (1695-96), Temple site.
262,Bihar, Monghyr , Monghyr,Fort Gates, Temple materials used.
263,Bihar, Monghyr , Monghyr,Dargãh of Shãh Nafa‘ Chishtî (1497-98), Temple site.
264,Bihar, Muzaffarpur ,Zaruha,MamûN-BhãNjã-kã-Mazãr, Temple materials used.
265,Bihar, Nalanda , The following are some of them:,Dargãh of Makhdûmu’l Mulk Sharîfu’d-Dîn, (d. 1380).
266,Bihar, Nalanda , The following are some of them:,BaDã Dargãh,
267,Bihar, Nalanda , The following are some of them:,Chhotã Dargãh,
268,Bihar, Nalanda , The following are some of them:,Bãrãdarî,
269,Bihar, Nalanda , The following are some of them:,Dargãh of Shãh Fazlu’llãh GosãîN,
270,Bihar, Nalanda , The following are some of them:,Mazãr of Malik Ibrãhim Bayyû on Pîr PahãDî,
271,Bihar, Nalanda , The following are some of them:,Kabîriu’d-Dîn-kî-Masjid (1353),
272,Bihar, Nalanda , The following are some of them:,Mazãr of Sayyid Muhammad Siwistãni,
273,Bihar, Nalanda , The following are some of them:,Chhotã Takiyã containing the Mazãr of Shãh Dîwãn Abdul Wahhãb,
274,Bihar, Nalanda , The following are some of them:,Dargãh of Shãh Qumais (1359-60),
275,Bihar, Nalanda , The following are some of them:,Masjid in Chandpur Mahalla,
276,Bihar, Nalanda , The following are some of them:,Jãmi‘ Masjid in Paharpur Mahalla,
277,Bihar, Nalanda , Parbati,Dargãh of Hãjî Chandar or ChãNd Saudãgar, Temple materials used.
278,Bihar, Nalanda , Shaikhupura,Dargãh of Shykh Sãhib, Temple materials used.
279,Bihar, Patna , Hilsa,Dargãh of Shãh Jumman Madãrîyya (repaired in 1543), Temple site.
280,Bihar, Patna , Hilsa,Masjid, (1604-05). Temple site.
281,Bihar, Patna , Jana,Jãmi‘ Masjid (1539), Temple site.
282,Bihar, Patna , Kailvan,Dargãh and Masjid, Temple site.
283,Bihar, Patna , Maner,BaDã Dargãh of Sultãnu’l Makhdûm Shãh Yãhyã Manerî,
284,Bihar, Patna , Maner,Dargãh of Makhdûm Daulat Shãh,
285,Bihar, Patna , Maner,Jãmi‘ Masjid,
286,Bihar, Patna , Maner,Mazãr of Hãjî Nizãmu’d-Dîn,
287,Bihar, Patna , Muhammadpur,Jãmi‘ Masjid (1510-11), Temple site.
288,Bihar, Patna , Patna,Patthar-kî-Masjid (1626), Temple materials used.
289,Bihar, Patna , Patna,Begû Hajjãm-kî-Masjid (1510-11), Temple materials used.
290,Bihar, Patna , Patna,Muslim Graveyard outside the Qiladari, On the ruins of Buddhist Vihãras.
291,Bihar, Patna , Patna,Dargãh of Shãh Mîr Mansûr, On the ruins of a Buddhist Stûpa.
292,Bihar, Patna , Patna,Dargãh of Shãh Arzãni, On the site of a Buddhist Vihãra.
293,Bihar, Patna , Patna,Dargãh of Pîr Damariyã, On the site of a Buddhist Vihãra.
294,Bihar, Patna , Patna,Mirza Mãsûm-kî-Masjid (1605), Temple materials used.
295,Bihar, Patna , Patna,Meetan Ghãt-kî-Masjid (1605), Temple site.
296,Bihar, Patna , Patna,Katrã Masjid of Shãista Khãn, Temple site.
297,Bihar, Patna , Patna,Khwãja Ambar Masjid (1688-89), Temple site.
298,Bihar, Patna , Patna,Bãbuganj Masjid (1683-86), Temple site.
299,Bihar, Patna , Patna,Sher-Shãhî Masjid near Purab Darwaza, Temple site.
300,Bihar, Patna , Patna,Chamnî Ghãt-kî-Masjid, Temple site.
301,Bihar, Patna , Phulwarisharif,Dargãh of Shãh Pashmînãposh, Temple site.
302,Bihar, Patna , Phulwarisharif,Dargãh of Minhãju’d-Dîn Rastî, Temple site.
303,Bihar, Patna , Phulwarisharif,Dargãh of Lãl Miãn, Temple site.
304,Bihar, Patna , Phulwarisharif,Sangî Masjid (1549-50), Temple site.
305,Bihar, Purnea , Hadaf,Jãmi‘ Masjid, Temple site.
306,Bihar, Purnea , Puranea,Masjid in Keonlpura, Temple site.
307,Bihar, Saran , Chirand,Masjid (1503-04), Temple site.
308,Bihar, Saran , Narhan,Jãmi‘ Masjid, Temple site.
309,Bihar, Shahabad , Rohtasgarh,Masjid of Aurangzeb, Part of a temple converted.
310,Bihar, Shahabad , Rohtasgarh,Mazãr of Sãqî Sultãn, Temple site.
311,Bihar, Shahabad , Sasaram,Mazãr of Chandan Shahîd Pîr, Temple site.
312,Bihar, Vaishali , Amer,Mazãr of Pîr Qattãl, Temple materials used.
313,Bihar, Vaishali , Chehar,Fort, Temple materials used.
314,Bihar, Vaishali , Chehar,Jãmi‘ Masjid, Temple materials used.
315,Bihar, Vaishali , Hajipur,Hãjî Ilyãs-kî- Masjid, Converted temple.
316,Bihar, Vaishali , Hajipur,Dargãh of Barkhurdãr Awliyã, Temple site.
